marca,familia,modelo,chasis,norma_euro,origen,version_pauta,perfil_operacion,metrica,unidad,evento_secuencia,servicio_codigo,servicio_nombre,valor_acumulado,intervalo_incremental,tiempo_trabajo_h,ciclo_mantenimiento,tolerancia_dias,tolerancia_km,tolerancia_pct,intervalo_max_meses,requiere_aceite_mineral
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,19,SM1,Servicio de Mantenimiento 1,180000,10000,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,20,SL*,Servicio de Lubricacion (solo aceite mineral),190000,10000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,21,SM2,Servicio de Mantenimiento 2,200000,10000,6.4,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,22,SL*,Servicio de Lubricacion (solo aceite mineral),210000,10000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,23,SM1,Servicio de Mantenimiento 1,220000,10000,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,24,SL*,Servicio de Lubricacion (solo aceite mineral),230000,10000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,25,SM5,Servicio de Mantenimiento 5,240000,10000,13.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,26,SL*,Servicio de Lubricacion (solo aceite mineral),250000,10000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,27,SM1,Servicio de Mantenimiento 1,260000,10000,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,28,SL*,Servicio de Lubricacion (solo aceite mineral),270000,10000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,29,SM2,Servicio de Mantenimiento 2,280000,10000,6.4,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,30,SL*,Servicio de Lubricacion (solo aceite mineral),290000,10000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,31,SM1,Servicio de Mantenimiento 1,300000,10000,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,32,SL*,Servicio de Lubricacion (solo aceite mineral),310000,10000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,33,SM4,Servicio de Mantenimiento 4,320000,10000,12.6,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,34,SL*,Servicio de Lubricacion (solo aceite mineral),330000,10000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,35,SM1,Servicio de Mantenimiento 1,340000,10000,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,36,SL*,Servicio de Lubricacion (solo aceite mineral),350000,10000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,37,SM2,Servicio de Mantenimiento 2,360000,10000,6.4,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,38,SL*,Servicio de Lubricacion (solo aceite mineral),370000,10000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,39,SM1,Servicio de Mantenimiento 1,380000,10000,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,40,SL*,Servicio de Lubricacion (solo aceite mineral),390000,10000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,41,SM3,Servicio de Mantenimiento 3,400000,10000,10.8,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,42,SL*,Servicio de Lubricacion (solo aceite mineral),410000,10000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,43,SM1,Servicio de Mantenimiento 1,420000,10000,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,44,SL*,Servicio de Lubricacion (solo aceite mineral),430000,10000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,45,SM2,Servicio de Mantenimiento 2,440000,10000,6.4,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,46,SL*,Servicio de Lubricacion (solo aceite mineral),450000,10000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,47,SM1,Servicio de Mantenimiento 1,460000,10000,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,48,SL*,Servicio de Lubricacion (solo aceite mineral),470000,10000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),severo,km,km,49,SM6,Servicio de Mantenimiento 6,480000,10000,15.0,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,1,SI,Servicio Inicial,60000,60000,4.6,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,2,SM2,Servicio de Mantenimiento 2,120000,60000,5.1,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,3,SM1,Servicio de Mantenimiento 1,180000,60000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,4,SM3,Servicio de Mantenimiento 3,240000,60000,6.0,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,5,SM1,Servicio de Mantenimiento 1,300000,60000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,6,SM2,Servicio de Mantenimiento 2,360000,60000,5.1,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,7,SM1,Servicio de Mantenimiento 1,420000,60000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,8,SM4,Servicio de Mantenimiento 4,480000,60000,6.0,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,9,SM1,Servicio de Mantenimiento 1,540000,60000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,10,SM2,Servicio de Mantenimiento 2,600000,60000,5.1,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,11,SM1,Servicio de Mantenimiento 1,660000,60000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,12,SM3,Servicio de Mantenimiento 3,720000,60000,6.0,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,13,SM1,Servicio de Mantenimiento 1,780000,60000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,14,SM2,Servicio de Mantenimiento 2,840000,60000,5.1,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,15,SM1,Servicio de Mantenimiento 1,900000,60000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,16,SM4,Servicio de Mantenimiento 4,960000,60000,6.0,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,17,SM1,Servicio de Mantenimiento 1,1020000,60000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,18,SM2,Servicio de Mantenimiento 2,1080000,60000,5.1,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,19,SM1,Servicio de Mantenimiento 1,1140000,60000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,20,SM3,Servicio de Mantenimiento 3,1200000,60000,6.0,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,21,SM1,Servicio de Mantenimiento 1,1260000,60000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,22,SM2,Servicio de Mantenimiento 2,1320000,60000,5.1,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,23,SM1,Servicio de Mantenimiento 1,1380000,60000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,24,SM4,Servicio de Mantenimiento 4,1440000,60000,6.0,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,25,SM1,Servicio de Mantenimiento 1,1500000,60000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,carretero,km,km,26,SM2,Servicio de Mantenimiento 2,1560000,60000,5.1,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,1,SI,Servicio Inicial,50000,50000,4.6,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,2,SM2,Servicio de Mantenimiento 2,100000,50000,5.1,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,3,SM1,Servicio de Mantenimiento 1,150000,50000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,4,SM3,Servicio de Mantenimiento 3,200000,50000,6.0,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,5,SM1,Servicio de Mantenimiento 1,250000,50000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,6,SM2,Servicio de Mantenimiento 2,300000,50000,5.1,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,7,SM1,Servicio de Mantenimiento 1,350000,50000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,8,SM4,Servicio de Mantenimiento 4,400000,50000,6.0,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,9,SM1,Servicio de Mantenimiento 1,450000,50000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,10,SM2,Servicio de Mantenimiento 2,500000,50000,5.1,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,11,SM1,Servicio de Mantenimiento 1,550000,50000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,12,SM3,Servicio de Mantenimiento 3,600000,50000,6.0,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,13,SM1,Servicio de Mantenimiento 1,650000,50000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,14,SM2,Servicio de Mantenimiento 2,700000,50000,5.1,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,15,SM1,Servicio de Mantenimiento 1,750000,50000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,16,SM4,Servicio de Mantenimiento 4,800000,50000,6.0,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,17,SM1,Servicio de Mantenimiento 1,850000,50000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,18,SM2,Servicio de Mantenimiento 2,900000,50000,5.1,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,19,SM1,Servicio de Mantenimiento 1,950000,50000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,20,SM3,Servicio de Mantenimiento 3,1000000,50000,6.0,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,21,SM1,Servicio de Mantenimiento 1,1050000,50000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,22,SM2,Servicio de Mantenimiento 2,1100000,50000,5.1,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,23,SM1,Servicio de Mantenimiento 1,1150000,50000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,24,SM4,Servicio de Mantenimiento 4,1200000,50000,6.0,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,25,SM1,Servicio de Mantenimiento 1,1250000,50000,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,forestal,km,km,26,SM2,Servicio de Mantenimiento 2,1300000,50000,5.1,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,mixer,horas,h,1,SI,Servicio Inicial,500,500,4.6,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,mixer,horas,h,2,SM2,Servicio de Mantenimiento 2,1000,500,5.1,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,mixer,horas,h,3,SM1,Servicio de Mantenimiento 1,1500,500,4.4,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
Mercedes-Benz,Arocs,Arocs 964,964,Euro V-VI,Aleman (Europa),Julio 2024,mixer,horas,h,4,SM3,Servicio de Mantenimiento 3,2000,500,6.0,"SI, luego ciclo repetido: SM2, SM1, SM3, SM1, SM2, SM1, SM4, SM1",90,,10,12,False
